Sample;Ch1;Ch2
0;-0.00294117652811;-0.0049019609578
1;0.0166666675359;-0.00784313771874
2;0.0264705885202;0.00294117652811
3;0.0147058824077;0.00784313771874
4;-0.00196078442968;-0.00882352981716
5;0.0156862754375;-0.00294117652811
6;-0.0049019609578;0.0
7;0.00392156885937;-0.0049019609578
8;0.00392156885937;0.00392156885937
9;-0.0049019609578;-0.0049019609578
10;0.00686274515465;0.00196078442968
11;0.00882352981716;0.010784314014
12;0.021568628028;0.00686274515465
13;0.00294117652811;0.0127450982109
14;0.00980392191559;0.00588235305622
15;0.00196078442968;-0.00392156885937
16;0.00392156885937;0.00784313771874
17;0.021568628028;0.0049019609578
18;0.00882352981716;-0.0049019609578
19;0.00686274515465;-0.00588235305622
20;0.00980392191559;0.00196078442968
21;0.0147058824077;0.0127450982109
22;-0.00196078442968;-0.00392156885937
23;0.00294117652811;0.0049019609578
24;0.00588235305622;0.00980392191559
25;0.0;0.00196078442968
26;-0.00882352981716;0.0
27;-0.00196078442968;-0.00686274515465
28;0.0186274517328;0.00686274515465
29;0.0205882359296;0.00196078442968
30;0.00392156885937;0.000980392214842
31;0.0196078438312;0.00392156885937
32;0.00686274515465;0.00392156885937
33;0.0;0.00392156885937
34;-0.00196078442968;0.00294117652811
35;-0.00882352981716;-0.00392156885937
36;0.00294117652811;0.010784314014
37;0.0;-0.00392156885937
38;0.00294117652811;-0.00686274515465
39;0.00980392191559;0.00294117652811
40;0.00294117652811;-0.0117647061124
41;0.0;0.000980392214842
42;0.0;0.00588235305622
43;0.0186274517328;-0.00882352981716
44;-0.00980392191559;-0.0049019609578
45;-0.00294117652811;0.00392156885937
46;0.0156862754375;0.00392156885937
47;0.0117647061124;-0.00196078442968
48;0.00196078442968;0.00196078442968
49;-0.00294117652811;-0.00784313771874
50;0.00980392191559;-0.00588235305622
51;0.0176470596343;0.00980392191559
52;-0.0049019609578;0.00392156885937
53;0.00392156885937;-0.00980392191559
54;0.0166666675359;-0.00882352981716
55;0.00294117652811;0.00686274515465
56;0.0117647061124;0.0
57;0.0176470596343;0.0
58;0.0;-0.00392156885937
59;0.00196078442968;-0.00980392191559
60;0.00392156885937;0.0
61;0.0137254903093;0.0147058824077
62;0.00784313771874;0.00196078442968
63;0.0225490201265;-0.00196078442968
64;0.0137254903093;0.000980392214842
65;0.0235294122249;-0.0049019609578
66;0.0147058824077;0.00882352981716
67;0.000980392214842;0.00196078442968
68;0.00980392191559;0.00686274515465
69;0.0186274517328;0.00392156885937
70;0.0;0.0127450982109
71;0.00980392191559;-0.010784314014
72;0.0137254903093;-0.00294117652811
73;0.000980392214842;0.000980392214842
74;-0.00980392191559;0.00294117652811
75;0.00588235305622;-0.00294117652811
76;0.00980392191559;-0.00882352981716
77;0.0117647061124;0.00196078442968
78;0.00196078442968;0.000980392214842
79;0.0166666675359;0.00392156885937
80;0.00980392191559;-0.00686274515465
81;0.00980392191559;0.00294117652811
82;0.0196078438312;-0.00392156885937
83;0.0049019609578;0.00882352981716
84;0.0235294122249;0.00980392191559
85;0.00294117652811;0.00588235305622
86;0.00686274515465;0.00686274515465
87;0.0049019609578;0.00588235305622
88;-0.00196078442968;0.00784313771874
89;0.00588235305622;0.0147058824077
90;0.0117647061124;0.0049019609578
91;0.00784313771874;0.00294117652811
92;0.00784313771874;-0.00392156885937
93;0.00196078442968;-0.00294117652811
94;0.00784313771874;0.00196078442968
95;-0.00294117652811;0.000980392214842
96;0.0137254903093;-0.00196078442968
97;0.0147058824077;-0.00294117652811
98;-0.0127450982109;0.0127450982109
99;0.0117647061124;0.00980392191559
100;0.010784314014;0.0137254903093
101;0.00980392191559;-0.0049019609578
102;-0.00588235305622;0.000980392214842
103;0.0156862754375;0.0117647061124
104;0.0049019609578;-0.00392156885937
105;0.00392156885937;0.00294117652811
106;0.0156862754375;0.0049019609578
107;-0.00392156885937;0.00686274515465
108;0.0186274517328;0.00196078442968
109;0.000980392214842;-0.00588235305622
110;0.00686274515465;-0.00196078442968
111;0.000980392214842;0.0049019609578
112;-0.0049019609578;0.00294117652811
113;0.0049019609578;-0.00882352981716
114;0.00784313771874;0.000980392214842
115;-0.00196078442968;0.0
116;0.00588235305622;0.00196078442968
117;0.00294117652811;-0.00392156885937
118;0.0049019609578;0.00686274515465
119;0.0176470596343;-0.00294117652811
120;0.00882352981716;0.00392156885937
121;0.0186274517328;0.0
122;0.0127450982109;-0.00294117652811
123;-0.00294117652811;0.00980392191559
124;-0.00392156885937;0.0
125;0.0166666675359;-0.00686274515465
126;0.00196078442968;0.0117647061124
127;0.00882352981716;0.00882352981716
128;0.00980392191559;0.0049019609578
129;0.00588235305622;0.010784314014
130;-0.00392156885937;-0.0049019609578
131;0.0127450982109;-0.00588235305622
132;0.00196078442968;-0.00686274515465
133;-0.00784313771874;-0.00784313771874
134;0.00686274515465;-0.00196078442968
135;-0.00686274515465;0.00392156885937
136;0.0156862754375;-0.00196078442968
137;-0.0049019609578;0.00294117652811
138;0.00196078442968;0.00686274515465
139;0.0235294122249;0.0049019609578
140;0.0176470596343;-0.0049019609578
141;-0.0049019609578;0.00294117652811
142;0.0049019609578;-0.0049019609578
143;0.0166666675359;0.010784314014
144;0.00588235305622;0.00294117652811
145;-0.010784314014;0.0
146;0.00294117652811;0.00196078442968
147;-0.0049019609578;-0.00392156885937
148;-0.00784313771874;0.00588235305622
149;-0.0196078438312;-0.0117647061124
150;0.00784313771874;-0.00588235305622
151;0.00882352981716;-0.00392156885937
152;0.00294117652811;0.000980392214842
153;-0.00784313771874;0.00196078442968
154;0.0147058824077;0.00686274515465
155;0.0127450982109;0.00196078442968
156;-0.00294117652811;-0.00784313771874
157;0.0;-0.0137254903093
158;0.021568628028;-0.0049019609578
159;0.00882352981716;0.00294117652811
160;0.00980392191559;0.00588235305622
161;-0.00392156885937;-0.00980392191559
162;0.0147058824077;0.0
163;-0.00980392191559;0.00392156885937
164;0.00686274515465;-0.00294117652811
165;0.000980392214842;-0.00882352981716
166;-0.00686274515465;0.00784313771874
167;0.0176470596343;0.00196078442968
168;0.00588235305622;0.000980392214842
169;-0.00980392191559;-0.00980392191559
170;-0.00196078442968;-0.00588235305622
171;0.000980392214842;0.00588235305622
172;0.000980392214842;-0.0049019609578
173;0.00588235305622;-0.010784314014
174;-0.0117647061124;0.00196078442968
175;-0.00196078442968;0.00392156885937
176;-0.00882352981716;-0.00294117652811
177;0.00980392191559;0.0
178;0.0;-0.00882352981716
179;-0.00980392191559;0.000980392214842
180;0.0049019609578;0.00588235305622
181;-0.00784313771874;0.00294117652811
182;0.0117647061124;0.000980392214842
183;0.0205882359296;0.00686274515465
184;0.0127450982109;-0.00196078442968
185;0.0049019609578;-0.00392156885937
186;0.021568628028;0.00784313771874
187;-0.00196078442968;0.00686274515465
188;0.00784313771874;0.00588235305622
189;0.0137254903093;0.0
190;0.000980392214842;0.00588235305622
191;0.010784314014;-0.00392156885937
192;-0.00392156885937;-0.00686274515465
193;-0.00392156885937;0.0
194;0.00980392191559;0.0049019609578
195;-0.00588235305622;-0.00686274515465
196;0.00980392191559;0.00882352981716
197;0.0;-0.00294117652811
198;0.0127450982109;-0.00294117652811
199;0.010784314014;-0.00196078442968
200;0.0147058824077;-0.00294117652811
201;0.00784313771874;0.00686274515465
202;0.0166666675359;0.0
203;-0.0049019609578;0.00196078442968
204;-0.00588235305622;0.00196078442968
205;0.0049019609578;-0.0117647061124
206;0.0137254903093;-0.00294117652811
207;0.010784314014;-0.00196078442968
208;0.0117647061124;-0.00294117652811
209;0.0;0.0
210;0.00784313771874;0.00294117652811
211;0.00882352981716;0.0147058824077
212;0.0137254903093;0.00196078442968
213;0.00588235305622;0.00588235305622
214;0.0137254903093;0.0
215;0.00294117652811;0.00588235305622
216;0.00196078442968;-0.010784314014
217;-0.00294117652811;0.00980392191559
218;0.0127450982109;0.00784313771874
219;0.000980392214842;0.00686274515465
220;0.00392156885937;0.00392156885937
221;0.00588235305622;-0.00588235305622
222;-0.00588235305622;0.010784314014
223;0.0049019609578;0.00980392191559
224;0.00882352981716;0.00882352981716
225;0.00784313771874;-0.00294117652811
226;-0.00686274515465;-0.00294117652811
227;0.010784314014;0.00294117652811
228;0.0274509806186;-0.00588235305622
229;0.00980392191559;0.00784313771874
230;-0.00588235305622;0.00196078442968
231;0.0049019609578;-0.00392156885937
232;-0.010784314014;0.00588235305622
233;0.0049019609578;-0.0049019609578
234;0.0;0.000980392214842
235;0.0225490201265;0.00196078442968
236;0.00980392191559;-0.00196078442968
237;-0.0049019609578;0.0049019609578
238;-0.00392156885937;0.0117647061124
239;0.0049019609578;-0.00588235305622
240;0.00588235305622;-0.00392156885937
241;0.00882352981716;0.00980392191559
242;0.0137254903093;0.00882352981716
243;-0.00686274515465;0.0
244;0.00294117652811;0.00392156885937
245;0.00784313771874;-0.010784314014
246;-0.00294117652811;0.00294117652811
247;-0.00392156885937;0.0049019609578
248;0.00196078442968;0.00196078442968
249;0.000980392214842;0.00196078442968
250;-0.00392156885937;0.0
251;-0.00294117652811;-0.00980392191559
252;0.0225490201265;0.00392156885937
253;-0.00784313771874;0.00686274515465
254;0.00588235305622;-0.0049019609578
255;0.0049019609578;0.0137254903093
256;0.021568628028;-0.0137254903093
257;-0.00294117652811;0.00882352981716
258;-0.00686274515465;-0.00196078442968
259;0.0127450982109;0.00196078442968
260;-0.00392156885937;0.00294117652811
261;0.0147058824077;0.0
262;-0.0127450982109;0.00588235305622
263;-0.00588235305622;-0.00294117652811
264;0.0;-0.0049019609578
265;0.00294117652811;-0.00588235305622
266;0.0;0.00196078442968
267;-0.00294117652811;-0.00196078442968
268;0.00686274515465;-0.00392156885937
269;-0.00588235305622;0.00392156885937
270;0.00294117652811;-0.00882352981716
271;-0.0049019609578;0.000980392214842
272;0.021568628028;0.00588235305622
273;0.0205882359296;0.00784313771874
274;0.010784314014;-0.00588235305622
275;-0.00196078442968;0.00294117652811
276;0.00294117652811;-0.0049019609578
277;0.00686274515465;-0.00196078442968
278;0.00294117652811;-0.00784313771874
279;-0.00784313771874;-0.00784313771874
280;-0.00392156885937;-0.00294117652811
281;0.00294117652811;-0.00588235305622
282;-0.00588235305622;-0.00196078442968
283;-0.00686274515465;-0.0049019609578
284;0.0137254903093;0.00392156885937
285;0.00294117652811;-0.010784314014
286;0.000980392214842;-0.00294117652811
287;-0.0049019609578;0.0
288;0.0176470596343;-0.00196078442968
289;0.0147058824077;-0.0117647061124
290;0.00980392191559;0.000980392214842
291;0.00294117652811;-0.00588235305622
292;0.00980392191559;0.00196078442968
293;0.00392156885937;-0.00686274515465
294;0.00784313771874;0.00294117652811
295;0.0166666675359;0.00882352981716
296;0.0156862754375;0.0
297;0.0117647061124;-0.00196078442968
298;-0.0127450982109;0.000980392214842
299;0.00392156885937;-0.00392156885937
300;0.0166666675359;0.000980392214842
301;-0.00686274515465;-0.00784313771874
302;-0.0156862754375;-0.0049019609578
303;0.0156862754375;0.00196078442968
304;-0.00686274515465;0.00882352981716
305;-0.0147058824077;0.00980392191559
306;0.00784313771874;0.00294117652811
307;0.0117647061124;0.0
308;0.00686274515465;-0.00196078442968
309;-0.00588235305622;0.00588235305622
310;0.0156862754375;-0.00196078442968
311;0.000980392214842;0.0049019609578
312;0.00784313771874;-0.00392156885937
313;0.00588235305622;-0.00686274515465
314;0.0;0.00294117652811
315;0.0147058824077;0.00294117652811
316;-0.00294117652811;0.0166666675359
317;0.010784314014;-0.00980392191559
318;0.0225490201265;0.00686274515465
319;0.0;0.0
320;-0.00392156885937;0.00196078442968
321;-0.00686274515465;-0.00392156885937
322;0.00882352981716;0.00196078442968
323;-0.0137254903093;0.000980392214842
324;0.0137254903093;0.00294117652811
325;-0.00294117652811;-0.00294117652811
326;0.00588235305622;-0.00686274515465
327;0.0049019609578;-0.00882352981716
328;-0.00588235305622;0.00588235305622
329;0.0049019609578;0.00196078442968
330;0.0137254903093;-0.00784313771874
331;-0.0176470596343;0.0
332;0.000980392214842;0.00294117652811
333;-0.00196078442968;-0.00392156885937
334;0.00784313771874;-0.00588235305622
335;0.00882352981716;-0.00196078442968
336;-0.00392156885937;-0.00196078442968
337;0.00392156885937;0.0049019609578
338;-0.00588235305622;-0.00588235305622
339;-0.0137254903093;0.00686274515465
340;-0.00784313771874;0.00784313771874
341;0.0176470596343;0.00294117652811
342;0.0117647061124;0.000980392214842
343;-0.00196078442968;-0.00294117652811
344;-0.0166666675359;0.00196078442968
345;0.00980392191559;-0.00588235305622
346;0.0166666675359;-0.00686274515465
347;0.00196078442968;-0.00294117652811
348;0.0137254903093;0.000980392214842
349;0.0049019609578;-0.00784313771874
350;0.00882352981716;0.0127450982109
351;-0.00980392191559;-0.00196078442968
352;0.0;0.0
353;0.0049019609578;0.00196078442968
354;0.00882352981716;-0.0049019609578
355;0.00588235305622;-0.00686274515465
356;0.0166666675359;0.00196078442968
357;-0.0049019609578;-0.0049019609578
358;0.00686274515465;-0.00196078442968
359;-0.0117647061124;-0.00196078442968
360;-0.00294117652811;-0.00196078442968
361;0.0049019609578;-0.0049019609578
362;0.0156862754375;0.0
363;0.0127450982109;0.00392156885937
364;0.00196078442968;-0.0117647061124
365;-0.00686274515465;0.000980392214842
366;-0.00294117652811;0.00588235305622
367;0.00588235305622;-0.00294117652811
368;0.00392156885937;0.00196078442968
369;-0.0117647061124;-0.00882352981716
370;-0.00686274515465;0.00686274515465
371;0.00980392191559;0.000980392214842
372;0.00980392191559;0.0117647061124
373;0.0137254903093;-0.00686274515465
374;0.00392156885937;0.0049019609578
375;-0.010784314014;0.010784314014
376;0.00784313771874;0.000980392214842
377;0.0156862754375;0.00882352981716
378;-0.00392156885937;-0.00784313771874
379;0.00294117652811;0.00588235305622
380;0.00294117652811;0.0
381;-0.0147058824077;-0.0117647061124
382;-0.0049019609578;0.00294117652811
383;0.0049019609578;0.000980392214842
384;0.0235294122249;0.0
385;0.010784314014;-0.00392156885937
386;0.0049019609578;-0.0049019609578
387;-0.00980392191559;0.00392156885937
388;-0.00980392191559;0.00686274515465
389;0.00686274515465;-0.0156862754375
390;0.0049019609578;-0.00392156885937
391;0.0127450982109;0.0
392;-0.00196078442968;0.00392156885937
393;0.00784313771874;0.00196078442968
394;0.0117647061124;0.00294117652811
395;0.0049019609578;0.00588235305622
396;0.00392156885937;-0.00588235305622
397;-0.0127450982109;0.00882352981716
398;0.0137254903093;-0.00686274515465
399;0.00686274515465;0.00294117652811
400;0.0049019609578;-0.00980392191559
401;-0.00980392191559;0.0
402;0.0186274517328;-0.00196078442968
403;0.00980392191559;-0.00686274515465
404;0.0127450982109;-0.00784313771874
405;-0.00392156885937;-0.010784314014
